# JPL Horizons reference snapshot.
# Source: NASA/JPL Horizons API, DE441, geocentric ecliptic J2000 vector tables.
# Coverage: selected bodies sampled at 1500-01-01 for Sun, Moon, Mercury, Venus; selected bodies sampled at 1600-01-11 for Sun, Moon, Mercury, Venus, Mars, Jupiter, Uranus, Neptune; major bodies sampled at 1749-12-31 for Sun through Neptune; selected bodies sampled at 1750-01-01 for Sun, Moon, Mercury, Venus, Mars, Jupiter, Saturn, Uranus, Neptune; inner planets sampled across 1800-2500; major bodies sampled at 1800-01-03 for Sun through Pluto; selected bodies sampled at 1900-01-01 for Sun, Moon, Mercury, Venus; major bodies sampled at 2400000, 2451545, 2451910.5, 2451911.5, 2451912.5, 2451913.5, 2451914.0, 2451914.5, 2451915.0, 2451915.5, 2451916.0, 2451916.5, 2451917.0, 2451917.5, 2451918.5, 2451919.5, 2451920.5, 2453000.5, and 2500000; major bodies sampled at 2451915.5 for Sun through Pluto; Mars sampled at 2600000 and 2634167 for outer boundary coverage; major bodies sampled at 2451913.5 through 2451917.5 for additional boundary coverage; selected asteroids sampled at J2000, 2378498.5, 2451910.5 through 2451919.5, with 2451914.0, 2451914.5, 2451915.0, 2451915.5, 2451918.5, and 2451919.5 boundary coverage, 1800-01-03, 2003-12-27, 2132-08-31, 2500-01-01, and 2634167.
# Columns: epoch_jd,body,x_km,y_km,z_km
2451916.500000000,asteroid:433-Eros,2.707556021405701E+08,-1.247690628959401E+08,3.778182015536065E+07
2451917.000000000,Sun,4.362941480412170E+07,-1.404827450224271E+08,1.281956656202674E+02
2451917.000000000,Moon,9.735867858191000E+04,3.512247761215767E+05,-1.742443834078153E+04
2451917.000000000,Mercury,8.632277464071912E+07,-1.857475466061727E+08,-7.616096916384153E+06
2451917.000000000,Venus,1.020295117860852E+08,-4.964919455835295E+07,-2.129250712788291E+06
2451917.000000000,Mars,-2.014801727161605E+08,-1.615080129784917E+08,5.584193878291510E+06
2451917.000000000,Jupiter,3.054514455159621E+08,5.677890544403729E+08,-8.801938696194619E+06
2451917.000000000,Saturn,7.396581393826463E+08,1.030645018089493E+09,-4.805703992660236E+07
2451917.000000000,Uranus,2.345849636459466E+09,-2.041276270225683E+09,-3.690810806533909E+07
2451917.000000000,Neptune,2.700207917836945E+09,-3.777620406753869E+09,1.368457292302489E+07
2451917.000000000,Pluto,-1.264181051763526E+09,-4.405613107312659E+09,8.349436765136596E+08
2451917.500000000,Sun,4.487709755806542E+07,-1.400907571796731E+08,1.744386078938842E+02
2451917.500000000,Moon,5.140347205616053E+04,3.586265034704673E+05,-1.349909902796807E+04
2451917.500000000,Mercury,8.866195512413277E+07,-1.837885757351944E+08,-7.588224374950513E+06
2451917.500000000,Venus,1.019941629458044E+08,-4.845464283947141E+07,-2.044178131555118E+06
2451917.500000000,Mars,2.087754388876426E+08,4.568322675713919E+07,-4.380456897143163E+06
2451917.500000000,Jupiter,-5.845330310237740E+08,4.453965581177651E+08,1.151752838321043E+07
2451917.500000000,Saturn,7.405244517078424E+08,1.031249491060762E+09,-4.804552523723376E+07
2451917.500000000,Uranus,2.347281921817276E+09,-2.040670872466551E+09,-3.690964354691625E+07
2451917.500000000,Neptune,2.701643094775801E+09,-3.777088296120449E+09,1.367744715322948E+07
2451917.500000000,Pluto,-1.262704745407368E+09,-4.405328823482990E+09,8.348883132461214E+08
2451917.500000000,Ceres,-9.976347363202319E+07,-5.279302855698295E+08,1.468177651877552E+07
2451917.500000000,Pallas,-2.492832842338790E+08,-3.601133021751891E+08,1.763399671116362E+08
2451917.500000000,Juno,-2.001017346177772E+08,-1.620694156501935E+08,5.561055687312238E+06
2451917.500000000,Vesta,3.839339706611472E+08,-2.254939937582725E+08,-3.861056898609592E+07
2451917.500000000,asteroid:433-Eros,2.726572876973459E+08,-1.220890162172093E+08,3.789383083054394E+07
2451918.500000000,Sun,4.736187038149081E+07,-1.392743216407716E+08,2.738787921965122E+02
2451918.500000000,Moon,-4.227600488105922E+04,3.564675546387787E+05,-5.070054992102669E+03
2451918.500000000,Mercury,9.319342624281089E+07,-1.797049392952581E+08,-7.509078546823271E+06
2451918.500000000,Venus,1.018794337701602E+08,-4.608728955317463E+07,-1.872836852208160E+06
2451918.500000000,Mars,-1.973432276508484E+08,-1.631586490700979E+08,5.514509138228700E+06
2451918.500000000,Jupiter,3.075717807862202E+08,5.696635812138412E+08,-8.768470888261706E+06
2451918.500000000,Saturn,7.422462821890343E+08,1.032490521315183E+09,-4.802246002141821E+07
2451918.500000000,Uranus,2.350135855232397E+09,-2.039427570461524E+09,-3.691271076865470E+07
2451918.500000000,Neptune,2.704502884840347E+09,-3.775991582717792E+09,1.366317093505859E+07
2451918.500000000,Pluto,-1.259763213615852E+09,-4.404727459700482E+09,8.347789423989689E+08
2451918.500000000,Ceres,-9.590311864998193E+07,-5.277640573702402E+08,1.440830144468886E+07
2451918.500000000,Pallas,-2.460021278859404E+08,-3.604420048255064E+08,1.770658986249848E+08
2451918.500000000,Juno,3.743654378944707E+08,-1.381798037280424E+08,-1.310811044124386E+07
2451918.500000000,Vesta,3.869581918168306E+08,-2.230893610356479E+08,-3.872392961609200E+07
2451918.500000000,asteroid:433-Eros,2.745268043235655E+08,-1.193670804715187E+08,3.800283006516612E+07
2451918.500000000,asteroid:99942-Apophis,-2.713801519436373E+07,-2.515809974560689E+08,4.132518892873600E+06
2451919.500000000,Sun,4.983193752469587E+07,-1.384148253626237E+08,3.771992391720414E+02
2451919.500000000,Moon,-1.332902587034395E+05,3.314557020845538E+05,3.686337960877558E+03
2451919.500000000,Mercury,9.751567777532598E+07,-1.754067838418613E+08,-7.398069245446578E+06
2451919.500000000,Venus,1.017071019141330E+08,-4.375019925208618E+07,-1.700017844899416E+06
2451919.500000000,Mars,-1.945831278142458E+08,-1.642032317731280E+08,5.467599205001965E+06
2451919.500000000,Jupiter,3.089663726434316E+08,5.709650209980497E+08,-8.746130151330799E+06
2451919.500000000,Saturn,7.439531474906565E+08,1.033774114691650E+09,-4.799935504581076E+07
2451919.500000000,Uranus,2.352974998400279E+09,-2.038141143243021E+09,-3.691580085161674E+07
2451919.500000000,Neptune,2.707347964010049E+09,-3.774851814577600E+09,1.364883987589383E+07
2451919.500000000,Pluto,-1.256835902576106E+09,-4.404081675163882E+09,8.346708554172331E+08
2451919.500000000,Ceres,-9.205547412983072E+07,-5.275493580363591E+08,1.413462956399179E+07
2451919.500000000,Pallas,-2.427313930775582E+08,-3.607244179295272E+08,1.777892479614552E+08
2451919.500000000,Juno,3.764516468447164E+08,-1.355116155810425E+08,-1.350331326203915E+07
2451919.500000000,Vesta,3.899599875059831E+08,-2.206397627894496E+08,-3.883640608539316E+07
2451919.500000000,asteroid:433-Eros,2.763633997560375E+08,-1.166036801561572E+08,3.810878585976022E+07
2451919.500000000,asteroid:99942-Apophis,-2.212268870733495E+07,-2.517471451522293E+08,4.248680869297400E+06
2451920.500000000,Sun,5.228660464639544E+07,-1.375125240771064E+08,4.774636114016175E+02
2451920.500000000,Moon,-2.156253567086090E+05,2.849109581695041E+05,1.219918056869101E+04
2451920.500000000,Mercury,1.016123380321839E+08,-1.709029010798127E+08,-7.254461799468979E+06
2451920.500000000,Venus,1.014785302513686E+08,-4.144483038517843E+07,-1.525863228220925E+06
2451920.500000000,Mars,-1.918221294481108E+08,-1.652032906358970E+08,5.420321650512911E+06
2451920.500000000,Jupiter,3.103450501689206E+08,5.723075409758195E+08,-8.723774752766162E+06
2451920.500000000,Saturn,7.456443662036195E+08,1.035100020087300E+09,-4.797622090316451E+07
2451920.500000000,Uranus,2.355798639019456E+09,-2.036811839144855E+09,-3.691889546995389E+07
2451920.500000000,Neptune,2.710177568965671E+09,-3.773669261778118E+09,1.363448144903207E+07
2451920.500000000,Pluto,-1.253922621321425E+09,-4.403391738311975E+09,8.345624817803228E+08
2500000.000000000,asteroid:433-Eros,7.824274851807773E+06,-1.628943693186589E+08,-3.425288879933283E+05
2500000.000000000,asteroid:99942-Apophis,4.661193440371725E+02,1.397390638702516E+08,3.715661859679991E+00
2634167.000000000,asteroid:433-Eros,-1.715477324889575E+08,-1.496186148362347E+08,-2.964056261970219E+07
2634167.000000000,asteroid:99942-Apophis,4.573135904529489E+02,1.370991653586949E+08,2.708584991463665E+00
2451911.500000000,Mars,-216579199.00175130,-154588717.56740502,5832819.7154590790
2451912.500000000,Mars,-213845432.98283282,-155948690.68328590,5788421.7385172620
2451911.500000000,Jupiter,297420512.79421282,561728127.38100050,-8923932.7812506850
2451912.500000000,Jupiter,298907128.56848365,562733977.61656070,-8901849.0007151070
2451913.500000000,Sun,-6.897235221896502E+05,-6.865913263949228E+05,-2.724569678308559E+05
2451913.500000000,Moon,-3.514987476216005E+07,1.306101100343007E+08,5.661349543138456E+07
2451913.500000000,Mercury,3.326253903792415E+07,-4.805263228659988E+07,-2.909481752605120E+07
2451913.500000000,Venus,6.635653380380148E+07,7.812602248043482E+07,3.094115758504104E+07
2451913.500000000,Mars,-2.466005359275878E+08,-1.613044574556336E+07,-7.078584276844831E+05
2451913.500000000,Jupiter,2.648880899736783E+08,6.512331681812574E+08,2.726910717070247E+08
2451913.500000000,Saturn,6.980064817581379E+08,1.091582178040189E+09,4.208173877117158E+08
2451913.500000000,Uranus,2.300237718790010E+09,-1.731323889338976E+09,-7.908111615241610E+08
2451913.500000000,Neptune,2.654576178763305E+09,-3.344057990609120E+09,-1.434831175827006E+09
2451913.500000000,Pluto,-1.310106813026320E+09,-4.245457374976244E+09,-9.301458412483522E+08
2451914.500000000,Sun,3.734160994812307E+07,-1.422790431534534E+08,-4.330899402499199E+01
2451914.500000000,Moon,2.923138622030628E+05,2.403920187501285E+05,-3.210665009838652E+04
2451914.500000000,Mercury,7.397004740202415E+07,-1.946823419350908E+08,-7.642757063823238E+06
2451914.500000000,Venus,1.019797790256940E+08,-5.572275298070347E+07,-2.547946801818959E+06
2451914.500000000,Mars,-2.083606458689214E+08,-1.585324400916177E+08,5.698545706832498E+06
2451914.500000000,Jupiter,3.018471186067930E+08,5.648744501837438E+08,-8.857550471917123E+06
2451914.500000000,Saturn,7.352760692020473E+08,1.027784431008129E+09,-4.811440536257643E+07
2451914.500000000,Uranus,2.338638525753427E+09,-2.044139362869233E+09,-3.690033863973165E+07
2451914.500000000,Neptune,2.692982635740947E+09,-3.780116984060110E+09,1.372037326801157E+07
2451914.500000000,Pluto,-1.271616437145725E+09,-4.406874883998550E+09,8.352217125564953E+08
2453000.500000000,Sun,1.217910819486438E+07,-1.466214659599010E+08,9.719094761312008E+02
2453000.500000000,Moon,3.004149502576002E+05,-2.219174946800053E+05,-3.357000587144031E+04
2453000.500000000,Mercury,8.547413032403456E+06,-1.005876619620058E+08,4.094974336521007E+06
2453000.500000000,Venus,1.200145160263718E+08,-1.591465089202439E+08,-6.394476480157614E+06
2453000.500000000,Mars,1.587187804998336E+08,1.696883448995066E+07,-1.715493306396566E+05
2453000.500000000,Jupiter,-7.406139288863149E+08,1.473203634730035E+08,1.562608072275966E+07
2453000.500000000,Saturn,-2.114354935977605E+08,1.186024927921143E+09,-1.429057973823696E+07
2453000.500000000,Uranus,2.661755638571938E+09,-1.548020607580789E+09,-3.953410003323007E+07
2453000.500000000,Neptune,3.057414565846439E+09,-3.458583380063977E+09,-1.969791507638693E+06
2453000.500000000,Pluto,-7.920103629132115E+08,-4.617680753019277E+09,7.109599009105721E+08
2453000.500000000,Ceres,-9.093263552083415E+07,2.289905186022766E+08,3.060977294819656E+07
2453000.500000000,Pallas,2.899382796692225E+08,5.596936942882352E+07,-1.630867888158367E+08
2453000.500000000,Juno,-1.018426318159991E+08,-6.138552956936723E+08,1.105366367715804E+08
2453000.500000000,Vesta,2.880790041853158E+07,-4.694430856154782E+08,7.712094537009209E+06
2453000.500000000,asteroid:433-Eros,8.083895384278424E+07,-3.999558035707780E+08,-1.654497365812063E+07
2453000.500000000,asteroid:99942-Apophis,4.185864453791026E+02,1.254890593456839E+08,5.577848382573560E+00
