#Pleiades SPK Reference Corpus
#Source: JPL DE SPK kernel: de440.bsp
#Kernel-SHA256: a4ce9bf9b3282becc9f4b2ac3cebe03a2ae7599981aabd7265fd8482fff7c4b5
#Coverage: geocentric ecliptic (mean geometric), TDB epochs
#Redistribution: derived from public-domain JPL DE kernel; corpus is redistributable
#Slice-Role: fast_cluster
#Columns:epoch_jd,body,x_km,y_km,z_km
2483077.5,Moon,-93783.666771,-378353.539994,2363.421161
2483077.5,Mercury,149419853.956763,130294772.291433,-680611.934512
2483077.5,Venus,170391146.364047,5604026.279209,-4569079.079577
2483078.5,Moon,-7016.196586,-386020.575394,10125.578501
2483078.5,Mercury,143969907.777779,135401815.942376,-74720.184392
2483078.5,Venus,171277755.364561,9139816.474138,-4693875.875917
2483079.5,Moon,79928.819759,-373629.361236,17355.802393
2483079.5,Mercury,138187036.761985,140149549.928472,531649.305021
2483079.5,Venus,172086685.157610,12716864.714976,-4815091.443318
2483080.5,Moon,162420.848843,-341224.375872,23648.995576
2483080.5,Mercury,132103874.914810,144501514.206757,1132606.463208
2483080.5,Venus,172816479.912709,16333358.534824,-4932638.163978
2483081.5,Moon,235799.472207,-289957.445613,28627.651167
2483081.5,Mercury,125758782.412487,148425406.786463,1722078.464999
2483081.5,Venus,173465727.339552,19987429.626773,-5046430.858653
2483082.5,Moon,295645.989842,-222141.377039,31967.322199
2483082.5,Mercury,119195145.994143,151894260.897034,2293970.722723
2483082.5,Venus,174033063.166647,23677154.277537,-5156386.541158
2483083.5,Moon,338096.508420,-141235.680731,33423.861465
2483083.5,Mercury,112460379.339299,154887451.330570,2842341.374740
2483083.5,Venus,174517176.098153,27400554.656276,-5262424.149487
2483084.5,Moon,360182.677257,-51734.921371,32860.382639
2483084.5,Mercury,105604677.130945,157391439.877751,3361576.915134
2483084.5,Venus,174916813.080240,31155601.316094,-5364464.278392
2483085.5,Moon,360164.526249,41070.545414,30269.967569
2483085.5,Mercury,98679607.147847,159400192.172347,3846555.587300
2483085.5,Venus,175230784.444512,34940217.275035,-5462428.961710
2483086.5,Moon,337793.668915,131474.677668,25788.321976
2483086.5,Mercury,91736644.585374,160915231.779500,4292786.053748
2483086.5,Venus,175457968.177748,38752283.836714,-5556241.574823
2483087.5,Moon,294430.471750,213850.435221,19690.397123
2483087.5,Mercury,84825757.825356,161945336.014990,4696511.577194
2483087.5,Venus,175597312.389061,42589647.830827,-5645826.929907
2483088.5,Moon,232955.246412,283182.181921,12367.850535
2483088.5,Mercury,77994144.497086,162505914.612434,5054773.997932
2483088.5,Venus,175647835.245413,46450129.338875,-5731111.601939
2483089.5,Moon,157466.997908,335525.682908,4289.839484
2483089.5,Mercury,71285193.780827,162618140.722613,5365436.369727
2483089.5,Venus,175608622.296236,50331528.566410,-5812024.455109
2483090.5,Moon,72832.146592,368297.044301,-4044.630847
2483090.5,Mercury,64737720.660652,162307920.024599,5627167.353514
2483090.5,Venus,175478821.944850,54231630.662511,-5888497.269738
2483091.5,Moon,-15808.989600,380348.262669,-12152.165466
2483091.5,Mercury,58385486.052889,161604787.044347,5839393.673204
2483091.5,Venus,175257640.375689,58148207.971541,-5960465.340395
2483092.5,Moon,-103473.363888,371856.594283,-19599.817097
2483092.5,Mercury,52256988.548586,160540809.733992,6002228.761402
2483092.5,Venus,174944337.207540,62079020.047299,-6027867.942811
2483093.5,Moon,-185642.478424,344100.283443,-26025.911998
2483093.5,Mercury,46375492.468940,159149567.329143,6116386.183306
2483093.5,Venus,174538222.620004,66021812.310428,-6090648.628369
2483094.5,Moon,-258436.766310,299199.488274,-31148.257206
2483094.5,Mercury,40759244.581779,157465246.594924,6183085.806778
2483094.5,Venus,174038656.062070,69974314.306492,-6148755.363069
2483095.5,Moon,-318684.678277,239879.469050,-34763.729262
2483095.5,Mercury,35421827.758310,155521881.635366,6203959.377499
2483095.5,Venus,173445046.206941,73934238.257519,-6202140.559558
2483096.5,Moon,-363927.576425,169283.170576,-36743.598225
2483096.5,Mercury,30372602.288478,153352745.245741,6180960.538709
2483096.5,Venus,172756851.653172,77899278.236070,-6250761.055076
2483097.5,Moon,-392398.203055,90836.012305,-37027.973425
2483097.5,Mercury,25617192.193630,150989886.751744,6116282.702106
2483097.5,Venus,171973581.912709,81867109.995364,-6294578.076467
2483098.5,Moon,-402999.674239,8151.157040,-35621.404551
2483098.5,Mercury,21157982.484517,148463802.653380,6012286.725538
2483098.5,Venus,171094798.357847,85835391.312277,-6333557.216897
