# Source: Swiss Ephemeris 2.10.03 (libswisseph-sys 0.1.2), swe_calc SE_OSCU_APOG=13,
# iflag=SEFLG_MOSEPH (Moshier, no data files). Frame: true ecliptic of date, nutation on.
# Columns: of-date true ecliptic longitude/latitude (deg) and geocentric distance (AU).
# Accuracy note: Moshier Moon vs the DE440-sourced packaged Moon is part of the gate budget;
# upgrade path is SEFLG_JPLEPH against DE440 if the band is too loose.
jd_tt,se_oscu_apogee_lon_deg,se_oscu_apogee_lat_deg,se_oscu_apogee_dist_au
2422932.5,328.853302515,3.950658638,0.002748307188
2422955.5,342.303163284,3.088925017,0.002665381774
2422978.5,313.202109857,4.789241397,0.002702147179
2423001.5,322.075964102,4.328402880,0.002702732035
2423024.5,337.268698487,3.252289735,0.002706872941
2423047.5,305.716599060,4.719738540,0.002645603209
2423070.5,311.562637567,4.377803038,0.002735901766
2423093.5,339.287566037,2.635807379,0.002738335566
2423116.5,349.998020404,1.702721178,0.002708176371
2423139.5,335.048276528,2.943623991,0.002715687186
2423162.5,340.252356942,2.508784713,0.002715412123
2423185.5,4.180166579,0.361731991,0.002727368337
2423208.5,354.603623249,1.051183178,0.002615380981
2423231.5,329.928688502,2.831495459,0.002709352072
2423254.5,350.178855859,1.068249122,0.002712618486
2423277.5,358.112640294,0.201461968,0.002711118832
2423300.5,344.026169608,1.438769141,0.002702492690
2423323.5,347.130369581,1.161794057,0.002723098010
2423346.5,14.480229380,-1.345449017,0.002757238122
2423369.5,31.406740301,-2.800657139,0.002659485990
2423392.5,358.617003781,-0.158999119,0.002699517597
2423415.5,8.256851670,-1.224714551,0.002702413939
2423438.5,22.666819178,-2.629947003,0.002706300546
2423461.5,353.867319301,-0.267116811,0.002652360391
2423484.5,358.102364231,-0.697497924,0.002728458362
2423507.5,24.768603956,-2.977393741,0.002743600772
2423530.5,37.678671019,-3.840312983,0.002705807314
2423553.5,22.844557892,-2.850031154,0.002714907709
2423576.5,25.661916519,-3.214840229,0.002712421040
2423599.5,48.501373712,-4.563716194,0.002729427807
2423622.5,41.637996890,-4.435185470,0.002619572518
2423645.5,15.040564424,-2.906245186,0.002701402002
2423668.5,34.415745006,-4.224400819,0.002718194011
2423691.5,45.120116979,-4.697433786,0.002712881844
2423714.5,32.245955544,-4.028348745,0.002706891254
2423737.5,32.488220821,-4.094268711,0.002720267335
2423760.5,60.955492470,-4.985766848,0.002764119449
2423783.5,79.351270045,-4.924907762,0.002655014044
2423806.5,44.160266352,-4.939224317,0.002698459515
2423829.5,54.302245452,-5.230483008,0.002703663996
2423852.5,67.176364256,-5.239630309,0.002706674794
2423875.5,43.121945898,-4.920511519,0.002662308797
2423898.5,43.964504547,-4.872372781,0.002720041220
2423921.5,69.116710442,-4.926953604,0.002751324073
2423944.5,84.743945070,-4.416597052,0.002703921272
2423967.5,69.884364522,-4.928246570,0.002714324165
2423990.5,70.574991291,-5.008249665,0.002710830261
2424013.5,92.574018495,-4.076707963,0.002730141974
2424036.5,88.142643167,-4.289967413,0.002624473319
2424059.5,59.442226430,-5.088302729,0.002692553443
2424082.5,78.707303179,-4.462067583,0.002724332190
2424105.5,92.176857486,-3.579025371,0.002713173181
2424128.5,79.908606172,-4.187634493,0.002710004836
2424151.5,78.713685184,-4.301614971,0.002718148289
2424174.5,107.492058928,-2.340156539,0.002765646235
2424197.5,125.988947407,-0.705267816,0.002650272219
2424220.5,90.253213877,-3.545260930,0.002694188498
2424243.5,99.749883828,-2.719730275,0.002703016103
2424266.5,111.297584350,-1.559181132,0.002705095327
2424289.5,92.650652462,-2.889164164,0.002670476709
2424312.5,88.938381425,-3.084624985,0.002709003262
2424335.5,113.227034103,-1.055161298,0.002758484092
2424358.5,132.163259288,0.694025572,0.002701117723
2424381.5,117.289139802,-0.677366134,0.002711473097
2424404.5,115.935134961,-0.711733337,0.002708752726
2424427.5,137.180060221,1.315497518,0.002728213794
2424450.5,134.867269766,1.295835079,0.002629210574
2424473.5,104.257635460,-1.149551378,0.002684390455
2424496.5,124.082891540,0.720186797,0.002729771855
2424519.5,139.858273909,2.185414667,0.002712635464
2424542.5,128.204386359,1.159583262,0.002711951350
2424565.5,125.711523848,0.972645761,0.002715463966
2424588.5,153.525235092,3.251190666,0.002764604888
2424611.5,171.325964078,4.364732447,0.002651068152
2424634.5,137.524871936,2.410634108,0.002688707805
2424657.5,144.783683114,3.114333909,0.002703794945
2424680.5,155.839509781,3.986706625,0.002705179439
2424703.5,142.384424032,3.110489617,0.002678404249
2424726.5,133.383380385,2.399875306,0.002699549740
2424749.5,157.532925623,4.057956920,0.002767771406
2424772.5,179.679479065,4.915891473,0.002701092595
2424795.5,164.886467260,4.456800545,0.002710060017
2424818.5,161.900922531,4.498243419,0.002709346234
2424841.5,182.374332648,5.156533045,0.002726699778
2424864.5,180.721380071,5.228031792,0.002635032661
